지점,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm),날씨,전운량(10분위)
112,2018.1.12 10:00,-11.9,,1.5,48,,맑음,0
112,2018.1.12 11:00,-11,,1.7,47,,맑음,0
112,2018.1.12 12:00,-10.6,,2.9,46,,맑음,0
112,2018.1.12 13:00,-9.6,,2.1,43,,맑음,0
112,2018.1.12 14:00,-7.9,,1.7,44,,맑음,0
112,2018.1.12 15:00,-6.9,,1.4,41,,맑음,2
112,2018.1.12 16:00,-6.6,,1.8,40,,맑음,0
112,2018.1.12 17:00,-7.1,,1.5,46,,구름조금,3
112,2018.1.12 18:00,-8,,1.9,53,,구름많음,6
112,2018.1.12 19:00,-7.6,,2.1,49,,,
112,2018.1.12 20:00,-7.3,,2.4,47,,,
112,2018.1.12 21:00,-6.8,0,2.2,42,,약한눈단속,9
112,2018.1.12 22:00,-6.4,,1,46,,약한눈단속,9
112,2018.1.12 23:00,-6.3,,1.9,53,,약한눈단속,10
112,2018.1.13 0:00,-6.2,0,1.3,60,,약한눈계속,10
112,2018.1.13 1:00,-6.3,,2.3,67,,약한눈계속,10
112,2018.1.13 2:00,-6.5,,2.4,67,,약한눈계속,10
112,2018.1.13 3:00,-6.6,0,2.9,73,0,약한눈단속,10
112,2018.1.13 4:00,-6.4,,1.8,75,0,약한눈계속,10
112,2018.1.13 5:00,-6.3,,2.3,77,0.1,약한눈계속,10
112,2018.1.13 6:00,-6.1,0.2,2.4,83,0.3,약한눈계속,10
112,2018.1.13 7:00,-5.9,,3.4,84,0.6,약한눈계속,10
112,2018.1.13 8:00,-5.7,,2.2,87,1,약한눈계속,10
112,2018.1.13 9:00,-5.3,0.4,2.5,89,2,약한눈계속,10
112,2018.1.13 10:00,-4.7,,2,89,2.7,약한눈계속,10
112,2018.1.13 11:00,-3.5,,1.4,86,2.9,약한눈단속,9
112,2018.1.13 12:00,-2.7,0.1,1.2,87,2.4,눈 끝남,9
112,2018.1.13 13:00,-1.8,,1.2,85,1.7,박무,8
112,2018.1.13 14:00,-0.4,,0.8,81,0.5,박무,8
112,2018.1.13 15:00,-0.2,,0.7,84,,박무,9
112,2018.1.13 16:00,0.6,,0.7,78,,박무,6
112,2018.1.13 17:00,0,,1.9,76,,박무,7
112,2018.1.13 18:00,-1,,2.5,75,,박무,4
112,2018.1.13 19:00,-1.6,,2.1,76,,,
112,2018.1.13 20:00,-2,,2.2,79,,,
112,2018.1.13 21:00,-2.2,,2.3,82,,박무,9
112,2018.1.13 22:00,-2.5,,2.4,84,,,
112,2018.1.13 23:00,-2.6,,2.2,85,,,
112,2018.1.14 0:00,-2,,2.5,83,,박무,9
112,2018.1.14 1:00,-2.4,,2.2,84,,,
112,2018.1.14 2:00,-2.4,,2.8,84,,,
112,2018.1.14 3:00,-2.8,,1.5,86,,박무,0
112,2018.1.14 4:00,-3.1,,0,85,,박무,0
112,2018.1.14 5:00,-3.4,,1.8,87,,박무,0
112,2018.1.14 6:00,-3.3,,3.6,89,,박무,5
112,2018.1.14 7:00,-2.9,,2.8,86,,박무,9
112,2018.1.14 8:00,-2.8,,4,84,,박무,8
112,2018.1.14 9:00,-1.9,,3.9,79,,박무,8
112,2018.1.14 10:00,-0.4,,2.8,74,,박무,8
112,2018.1.14 11:00,0.4,,3.2,71,,박무,8
112,2018.1.14 12:00,2.5,,2.4,64,,연무,8
112,2018.1.14 13:00,4.1,,4.4,57,,연무,6
112,2018.1.14 14:00,3.9,,4,58,,연무,9
112,2018.1.14 15:00,4.9,,5.4,55,,연무,4
112,2018.1.14 16:00,4.7,,5,57,,연무,4
112,2018.1.14 17:00,4.2,,4.3,59,,연무,9
112,2018.1.14 18:00,4,,4.3,59,,연무,10
112,2018.1.14 19:00,3.8,,4.8,60,,,
112,2018.1.14 20:00,3.8,,4.7,60,,,
112,2018.1.14 21:00,3.9,,4.4,62,,연무,8
112,2018.1.14 22:00,4.1,,5.2,64,,,
112,2018.1.14 23:00,4.3,,4.9,65,,,
112,2018.1.15 0:00,4.4,,2.1,67,,연무,7
112,2018.1.15 1:00,4.4,,3.2,69,,연무,
112,2018.1.15 2:00,4.5,,3.9,73,,,
112,2018.1.15 3:00,4.5,,3.7,79,,연무,8
112,2018.1.15 4:00,4.3,,3.7,83,,박무,5
112,2018.1.15 5:00,4.5,,3.3,87,,박무,8
112,2018.1.15 6:00,4.2,0.2,2.1,94,,약한비단속,10
112,2018.1.15 7:00,3.4,,2.4,95,,비 끝남,0
112,2018.1.15 8:00,2.8,,2.5,95,,박무,0
112,2018.1.15 9:00,3,0,2.9,90,,박무,0
112,2018.1.15 10:00,3.4,,3.1,85,,박무,0
112,2018.1.15 11:00,3.7,,4.2,82,,박무,0
112,2018.1.15 12:00,4.9,,2.5,69,,연무,0
112,2018.1.15 13:00,5.2,,2.6,59,,연무,8
112,2018.1.15 14:00,5.3,,2.2,67,,연무,8
112,2018.1.15 15:00,5.7,,2.4,61,,연무,8
112,2018.1.15 16:00,5.4,,2.9,52,,연무,4
112,2018.1.15 17:00,4.1,,2.8,61,,연무,7
112,2018.1.15 18:00,3.8,,1.5,55,,연무,8
112,2018.1.15 19:00,3.5,,1.9,56,,,
112,2018.1.15 20:00,3.1,,0.9,57,,,
112,2018.1.15 21:00,2.7,,2,70,,연무,9
112,2018.1.15 22:00,2.1,,2,76,,,
112,2018.1.15 23:00,1.8,,1.4,80,,,
112,2018.1.16 0:00,1.4,,1.1,86,,박무,2
112,2018.1.16 1:00,1,,2,84,,,
112,2018.1.16 2:00,0.7,,1.6,78,,,
112,2018.1.16 3:00,0.6,,2.1,88,,박무,8
112,2018.1.16 4:00,0.9,,2,85,,박무,7
112,2018.1.16 5:00,1.2,,0.5,81,,박무,10
112,2018.1.16 6:00,1.5,,1.4,81,,박무,10
112,2018.1.16 7:00,1.3,,0.3,82,,박무,10
112,2018.1.16 8:00,1.2,,0.6,81,,박무,10
112,2018.1.16 9:00,1.1,,1.4,83,,안개 끝,10
112,2018.1.16 10:00,2.2,,0.3,81,,박무,10
112,2018.1.16 11:00,2.7,,1.4,78,,박무,10
112,2018.1.16 12:00,4.7,,2.7,62,,연무,10
112,2018.1.16 13:00,5.7,,3.1,54,,연무,9
112,2018.1.16 14:00,5.1,,2.7,63,,연무,10
112,2018.1.16 15:00,4.2,0,3.3,65,,약한비단속,10
112,2018.1.16 16:00,4,,1.6,67,,약한비단속,10
112,2018.1.16 17:00,4.1,,1.7,69,,비 끝남,10
112,2018.1.16 18:00,3.8,0,2.1,73,,연무,10
112,2018.1.16 19:00,3.8,,3.1,68,,,
112,2018.1.16 20:00,3.6,,3.3,66,,,
112,2018.1.16 21:00,3.6,,2.2,68,,연무,10
112,2018.1.16 22:00,3.2,,2.8,73,,,
112,2018.1.16 23:00,2.5,,2.8,83,,,
112,2018.1.17 0:00,2.3,,2.4,83,,박무,10
112,2018.1.17 1:00,2.2,,2.9,83,,,
112,2018.1.17 2:00,2.1,,2.8,83,,,
112,2018.1.17 3:00,1.7,,3.2,86,,박무,10
112,2018.1.17 4:00,1.7,,3.3,86,,박무,10
112,2018.1.17 5:00,1.8,,1,86,,박무,10
112,2018.1.17 6:00,1.4,,2.7,90,,박무,10
112,2018.1.17 7:00,1.3,,2.9,88,,박무,10
112,2018.1.17 8:00,1.2,,1.2,88,,박무,10
112,2018.1.17 9:00,1,,2.8,91,,박무,7
112,2018.1.17 10:00,1.4,,1.5,87,,박무,4
112,2018.1.17 11:00,2.1,,1.7,83,,박무,5
112,2018.1.17 12:00,5.5,,2.2,63,,연무,1
112,2018.1.17 13:00,5.9,,3.6,68,,연무,4
112,2018.1.17 14:00,6.7,,2.5,59,,연무,0
112,2018.1.17 15:00,6.9,,2.5,62,,연무,0
112,2018.1.17 16:00,6,,3,64,,연무,0
112,2018.1.17 17:00,4.7,,3.5,71,,연무,2
112,2018.1.17 18:00,3.7,,1.4,76,,연무,5
112,2018.1.17 19:00,2.8,,1.2,81,,,
112,2018.1.17 20:00,2.6,,0.7,81,,,
112,2018.1.17 21:00,2.3,,1.6,85,,박무,9
112,2018.1.17 22:00,2.5,,2.6,85,,,
112,2018.1.17 23:00,2.9,,3.4,81,,,
112,2018.1.18 0:00,2.9,,2,83,,박무,10
112,2018.1.18 1:00,2.8,,2.3,89,,,
112,2018.1.18 2:00,3.1,,2.5,89,,,
112,2018.1.18 3:00,2.9,,2.8,91,,박무,10
112,2018.1.18 4:00,2.7,,2.8,89,,박무,9
112,2018.1.18 5:00,2,,2.8,91,,박무,2
112,2018.1.18 6:00,1.7,,2,91,,박무,0
112,2018.1.18 7:00,1.1,,2.2,95,,안개강해짐,10
112,2018.1.18 8:00,1,,1.6,89,,안개 끝,9
112,2018.1.18 9:00,0.9,,2.5,93,,안개 끝,9
112,2018.1.18 10:00,0.6,,3.6,88,,안개 끝,9
112,2018.1.18 11:00,1,,3.8,77,,박무,9
112,2018.1.18 12:00,1.4,,3.8,73,,박무,9
112,2018.1.18 13:00,2,,3.6,68,,연무,9
112,2018.1.18 14:00,2.7,,3.9,55,,연무,9
112,2018.1.18 15:00,3.4,,3.6,35,,구름많음,8
112,2018.1.18 16:00,2.7,,3.5,45,,연무,9
112,2018.1.18 17:00,1.9,,3.4,65,,연무,9
112,2018.1.18 18:00,1.3,,2.8,68,,연무,8
112,2018.1.18 19:00,1.1,,2.6,70,,,
112,2018.1.18 20:00,0.9,,2.1,76,,,
112,2018.1.18 21:00,0.9,,2.2,72,,연무,9
112,2018.1.18 22:00,0.4,,2.5,51,,,
112,2018.1.18 23:00,0.5,,2.9,48,,,
112,2018.1.19 0:00,0.1,,2.6,46,,흐림,9
112,2018.1.19 1:00,0,,4.5,39,,,
112,2018.1.19 2:00,-0.4,,2.5,52,,,
112,2018.1.19 3:00,-0.7,,2.9,55,,연무,9
112,2018.1.19 4:00,-0.7,,3.1,48,,흐림,9
112,2018.1.19 5:00,-1.2,,2.6,43,,흐림,9
112,2018.1.19 6:00,-1.4,,2.5,43,,구름조금,3
112,2018.1.19 7:00,-1.5,,2.7,47,,맑음,0
112,2018.1.19 8:00,-1.5,,2.5,44,,구름많음,6
112,2018.1.19 9:00,-1.1,,2.4,32,,구름많음,6
112,2018.1.19 10:00,0,,1.3,31,,구름많음,7
112,2018.1.19 11:00,1.6,,2,25,,구름많음,6
112,2018.1.19 12:00,2.3,,2.4,30,,구름조금,3
112,2018.1.19 13:00,3.2,,2.6,32,,구름조금,3
112,2018.1.19 14:00,4.4,,2.5,32,,구름조금,3
112,2018.1.19 15:00,4.8,,2.6,39,,구름조금,3
112,2018.1.19 16:00,4.3,,2,44,,구름많음,6
112,2018.1.19 17:00,2.9,,3.3,46,,구름많음,6
112,2018.1.19 18:00,1.8,,2,47,,구름조금,4
112,2018.1.19 19:00,0.9,,1.5,44,,,
112,2018.1.19 20:00,0.7,,1.4,56,,,
112,2018.1.19 21:00,0.6,,1.8,62,,맑음,0
112,2018.1.19 22:00,0.8,,2.1,68,,,
112,2018.1.19 23:00,0.7,,2.8,70,,,
112,2018.1.20 0:00,0.8,,2.8,71,,맑음,0
112,2018.1.20 1:00,0.9,,2.7,71,,,
112,2018.1.20 2:00,0,,1.8,73,,,
112,2018.1.20 3:00,-0.6,,1.4,73,,연무,9
112,2018.1.20 4:00,0.1,,3.6,71,,연무,9
112,2018.1.20 5:00,0.2,,2.9,71,,연무,9
112,2018.1.20 6:00,0.3,,3,71,,연무,9
112,2018.1.20 7:00,0.3,,3.5,72,,연무,9
112,2018.1.20 8:00,0.4,,2.6,73,,연무,9
112,2018.1.20 9:00,0.9,,3.5,71,,연무,8
112,2018.1.20 10:00,2.7,,2.2,65,,연무,8
112,2018.1.20 11:00,3.3,,3.4,66,,연무,1
112,2018.1.20 12:00,4.7,,3.3,67,,연무,0
112,2018.1.20 13:00,5.4,,2.9,68,,연무,0
112,2018.1.20 14:00,5.8,,2.7,72,,연무,4
112,2018.1.20 15:00,5.8,,3.9,64,,연무,4
112,2018.1.20 16:00,5.4,,3.9,60,,연무,0
112,2018.1.20 17:00,5.1,,2.3,50,,연무,0
112,2018.1.20 18:00,3.8,,3.2,70,,연무,0
112,2018.1.20 19:00,2.9,,4.1,76,,,
112,2018.1.20 20:00,2,,4,88,,안개강해짐,10
112,2018.1.20 21:00,1.6,,3.5,72,,안개 끝,0
112,2018.1.20 22:00,1.1,,3.9,53,,,
112,2018.1.20 23:00,0.6,,4.1,49,,,
112,2018.1.21 0:00,-0.1,,2.8,50,,연무,0
112,2018.1.21 1:00,-0.7,,2.9,48,,,
112,2018.1.21 2:00,-1.1,,3.2,47,,,
112,2018.1.21 3:00,-1.6,,3,50,,연무,0
112,2018.1.21 4:00,-1.7,,3.3,53,,연무,0
112,2018.1.21 5:00,-2.1,,2,53,,맑음,0
112,2018.1.21 6:00,-2.4,,3.3,56,,연무,0
112,2018.1.21 7:00,-2.9,,2.7,57,,연무,0
112,2018.1.21 8:00,-3.2,,2.8,59,,연무,0
112,2018.1.21 9:00,-2.5,,3,57,,연무,0
112,2018.1.21 10:00,-1.5,,2.9,53,,연무,0
112,2018.1.21 11:00,-0.1,,2.3,45,,연무,0
112,2018.1.21 12:00,0.6,,2.6,46,,연무,0
112,2018.1.21 13:00,1.4,,3.1,37,,맑음,0
112,2018.1.21 14:00,2.3,,3,32,,맑음,0
112,2018.1.21 15:00,2.7,,2.9,30,,맑음,1
112,2018.1.21 16:00,2.8,,2.2,29,,맑음,2
112,2018.1.21 17:00,2.2,,1.9,36,,맑음,0
112,2018.1.21 18:00,1.3,,2.6,50,,맑음,0
112,2018.1.21 19:00,0.6,,2.4,56,,,
112,2018.1.21 20:00,0.6,,2.8,53,,,
112,2018.1.21 21:00,0.2,,2.6,35,,구름많음,8
112,2018.1.21 22:00,0.3,,1.8,34,,,
112,2018.1.21 23:00,0.6,,2,31,,,
112,2018.1.22 0:00,0.2,,2.9,48,,흐림,9
112,2018.1.22 1:00,-0.6,,3.1,53,,,
112,2018.1.22 2:00,-0.6,,3,43,,,
112,2018.1.22 3:00,-0.6,,1.9,43,,흐림,10
112,2018.1.22 4:00,-0.2,,1.3,41,,흐림,10
112,2018.1.22 5:00,-0.4,,1.9,42,,흐림,10
112,2018.1.22 6:00,-0.5,,2,41,,흐림,10
112,2018.1.22 7:00,0,,1.9,40,,흐림,10
112,2018.1.22 8:00,0.6,,1.7,43,,흐림,10
112,2018.1.22 9:00,0.7,,0.4,43,,흐림,10
112,2018.1.22 10:00,2.5,,2.2,36,,흐림,9
112,2018.1.22 11:00,3.1,,2.2,37,,흐림,9
112,2018.1.22 12:00,3.6,,2.3,49,,연무,10
112,2018.1.22 13:00,3.4,,3.4,63,,연무,10
112,2018.1.22 14:00,4.6,,3.6,60,,연무,10
112,2018.1.22 15:00,3.9,0,2.8,64,,약한눈단속,10
112,2018.1.22 16:00,3.2,,3.8,80,,약한비단속,10
112,2018.1.22 17:00,1.9,,4,94,,약진눈깨비,10
112,2018.1.22 18:00,-1,1.6,7.6,94,,진눈깨비끝,10
112,2018.1.22 19:00,-1.2,,7.3,88,,,
112,2018.1.22 20:00,-1.9,,6.7,84,,,
112,2018.1.22 21:00,-3,,7.3,81,,박무,1
112,2018.1.22 22:00,-3.6,,5.7,78,,,
112,2018.1.22 23:00,-4.4,,7.1,82,,,
112,2018.1.23 0:00,-5.1,,5.8,77,,박무,4
112,2018.1.23 1:00,-5.9,,6.4,71,,,
112,2018.1.23 2:00,-7.6,,6.9,66,,,
112,2018.1.23 3:00,-8.4,,6.1,38,,맑음,0
112,2018.1.23 4:00,-8.8,,7.7,47,,맑음,0
112,2018.1.23 5:00,-9.7,,7.4,52,,맑음,0
112,2018.1.23 6:00,-10.8,,10.6,49,,맑음,1
112,2018.1.23 7:00,-11.9,,9,39,,맑음,0
112,2018.1.23 8:00,-12.3,,7.2,43,,맑음,0
112,2018.1.23 9:00,-12.6,,6.7,38,,맑음,0
112,2018.1.23 10:00,-12.2,,5.9,37,,맑음,0
112,2018.1.23 11:00,-12,,7.1,31,,맑음,0
112,2018.1.23 12:00,-11.4,,6.3,32,,맑음,0
112,2018.1.23 13:00,-10.9,,4.5,35,,맑음,0
112,2018.1.23 14:00,-10.3,,4.4,38,,맑음,0
112,2018.1.23 15:00,-10,,5,43,,맑음,0
112,2018.1.23 16:00,-9.9,,5.4,44,,맑음,0
112,2018.1.23 17:00,-10.4,,5.7,47,,맑음,0
112,2018.1.23 18:00,-11.2,,4.7,50,,맑음,0
112,2018.1.23 19:00,-11.4,,5,55,,,
112,2018.1.23 20:00,-11.8,,5.8,57,,,
112,2018.1.23 21:00,-12.4,,6.7,55,,맑음,0
112,2018.1.23 22:00,-13,,7.4,50,,,
112,2018.1.23 23:00,-13.3,,7.6,44,,,
112,2018.1.24 0:00,-13.8,,8.9,33,,맑음,0
112,2018.1.24 1:00,-13.8,,8.4,36,,,
112,2018.1.24 2:00,-13.9,,8.2,35,,,
112,2018.1.24 3:00,-14.1,,6.5,36,,맑음,0
112,2018.1.24 4:00,-14.4,,7.1,36,,맑음,0
112,2018.1.24 5:00,-14.7,,5.7,36,,맑음,0
112,2018.1.24 6:00,-15,,6.8,33,,맑음,0
112,2018.1.24 7:00,-15,,6.5,36,,맑음,0
112,2018.1.24 8:00,-15,,7.7,34,,맑음,0
112,2018.1.24 9:00,-14.4,,6,34,,맑음,0
112,2018.1.24 10:00,-13.2,,7.5,33,,맑음,0
112,2018.1.24 11:00,-12.8,,7.8,32,,맑음,0
112,2018.1.24 12:00,-12.7,,10.3,32,,맑음,0
112,2018.1.24 13:00,-12,,7.9,32,,맑음,0
112,2018.1.24 14:00,-11.6,,8.9,34,,맑음,0
112,2018.1.24 15:00,-11.4,,7.8,36,,맑음,0
112,2018.1.24 16:00,-11.5,,6.8,34,,맑음,1
112,2018.1.24 17:00,-11.9,,5,39,,맑음,1
112,2018.1.24 18:00,-12.6,,5.1,39,,맑음,2
112,2018.1.24 19:00,-13.3,,5,42,,,
112,2018.1.24 20:00,-13.9,,5.2,42,,,
112,2018.1.24 21:00,-14.4,,5.8,45,,맑음,0
112,2018.1.24 22:00,-14.8,,6.6,50,,,
112,2018.1.24 23:00,-15.2,,5.4,49,,,
112,2018.1.25 0:00,-14.8,,5.2,46,,맑음,2
112,2018.1.25 1:00,-14.8,,5.1,45,,,
112,2018.1.25 2:00,-14.9,,5.5,40,,,
112,2018.1.25 3:00,-14.9,,4.8,38,,맑음,0
112,2018.1.25 4:00,-14.8,,2.5,40,,맑음,0
112,2018.1.25 5:00,-14.5,,5.7,39,,구름조금,5
112,2018.1.25 6:00,-15,,4.3,38,,맑음,1
112,2018.1.25 7:00,-15.4,,4.4,40,,맑음,0
112,2018.1.25 8:00,-15.6,,4.3,43,,구름많음,8
112,2018.1.25 9:00,-15.5,,8.9,35,,구름많음,6
112,2018.1.25 10:00,-14.8,,8.3,31,,구름많음,7
112,2018.1.25 11:00,-13.8,,6,27,,구름많음,6
112,2018.1.25 12:00,-12.7,,6.5,29,,구름많음,7
112,2018.1.25 13:00,-11.9,,5.2,35,,구름많음,6
112,2018.1.25 14:00,-10.8,,4.7,38,,구름조금,5
112,2018.1.25 15:00,-10.3,,4.5,41,,흐림,10
112,2018.1.25 16:00,-10.5,,5.4,43,,흐림,9
112,2018.1.25 17:00,-11.2,,7.3,42,,흐림,9
112,2018.1.25 18:00,-12.1,,6.6,42,,흐림,9
112,2018.1.25 19:00,-12.9,,7.6,47,,,
112,2018.1.25 20:00,-13.4,,6.8,46,,,
112,2018.1.25 21:00,-13.6,,5.7,44,,맑음,0
112,2018.1.25 22:00,-13.7,,5.9,44,,,
112,2018.1.25 23:00,-13.8,,7.9,41,,,
112,2018.1.26 0:00,-14,,7.2,45,,맑음,0
112,2018.1.26 1:00,-14.4,,6.2,41,,,
112,2018.1.26 2:00,-14.9,,7.5,39,,,
112,2018.1.26 3:00,-15.3,,7.8,40,,맑음,0
112,2018.1.26 4:00,-15.8,,7.6,40,,맑음,0
112,2018.1.26 5:00,-16.2,,8.6,41,,맑음,0
112,2018.1.26 6:00,-16.5,,5.9,47,,맑음,0
112,2018.1.26 7:00,-16.9,,8.1,44,,맑음,0
112,2018.1.26 8:00,-17.1,,7.6,42,,맑음,0
112,2018.1.26 9:00,-16.8,,7.2,44,,맑음,0
112,2018.1.26 10:00,-16.2,,6.5,39,,맑음,0
112,2018.1.26 11:00,-15.5,,5.8,38,,맑음,0
112,2018.1.26 12:00,-14.7,,5.3,37,,맑음,0
112,2018.1.26 13:00,-13.7,,4.5,36,,맑음,0
112,2018.1.26 14:00,-13,,4.9,35,,맑음,0
112,2018.1.26 15:00,-12.3,,4.6,34,,맑음,0
112,2018.1.26 16:00,-12,,4.8,32,,맑음,0
112,2018.1.26 17:00,-12.4,,4.5,38,,맑음,0
112,2018.1.26 18:00,-13.1,,4.3,40,,맑음,0
112,2018.1.26 19:00,-13.7,,5.1,42,,,
112,2018.1.26 20:00,-13.9,,4.3,44,,,
112,2018.1.26 21:00,-14,,3.2,46,,맑음,0
112,2018.1.26 22:00,-13.6,,4,45,,,
112,2018.1.26 23:00,-14,,4.1,40,,,
112,2018.1.27 0:00,-14,,3.6,44,,맑음,1
112,2018.1.27 1:00,-14.1,,2.8,47,,,
112,2018.1.27 2:00,-14,,3.1,46,,,
112,2018.1.27 3:00,-14.1,,2.7,48,,맑음,1
112,2018.1.27 4:00,-14.3,,1.8,52,,구름조금,3
112,2018.1.27 5:00,-13.9,,2.4,48,,구름조금,3
112,2018.1.27 6:00,-13.9,,2.4,50,,맑음,1
112,2018.1.27 7:00,-14.1,,2.1,45,,맑음,0
112,2018.1.27 8:00,-14.2,,1.5,48,,맑음,0
112,2018.1.27 9:00,-12.6,,0.9,42,,맑음,0
112,2018.1.27 10:00,-11.7,,1.6,39,,맑음,0
112,2018.1.27 11:00,-10.3,,1.9,38,,맑음,0
112,2018.1.27 12:00,-9.2,,2.9,43,,맑음,0
112,2018.1.27 13:00,-7.9,,3.1,31,,맑음,1
112,2018.1.27 14:00,-6.9,,3.5,27,,맑음,0
112,2018.1.27 15:00,-6.3,,3.6,34,,맑음,2
112,2018.1.27 16:00,-6,,2.8,33,,구름조금,4
112,2018.1.27 17:00,-5.5,,1.3,38,,맑음,0
112,2018.1.27 18:00,-7.2,,2.4,52,,맑음,1
112,2018.1.27 19:00,-7.6,,1.8,56,,,
112,2018.1.27 20:00,-7.9,,1.2,56,,,
112,2018.1.27 21:00,-7.6,,1.9,54,,구름많음,7
112,2018.1.27 22:00,-7.3,,1.8,49,,,
112,2018.1.27 23:00,-7.1,,2.5,53,,,
112,2018.1.28 0:00,-7,,2.4,50,,흐림,10
112,2018.1.28 1:00,-7,,2.2,48,,,
112,2018.1.28 2:00,-7,,2.1,49,,,
112,2018.1.28 3:00,-6.8,,1.8,50,,흐림,10
112,2018.1.28 4:00,-6.7,,2,50,,흐림,10
112,2018.1.28 5:00,-6.7,,1.3,44,,흐림,10
112,2018.1.28 6:00,-7.1,,1.8,39,,구름조금,3
112,2018.1.28 7:00,-7.5,,2.2,43,,구름조금,3
112,2018.1.28 8:00,-7.6,,1.6,48,,맑음,1
112,2018.1.28 9:00,-6.6,,0.8,41,,맑음,1
112,2018.1.28 10:00,-5.3,,1.6,32,,맑음,0
112,2018.1.28 11:00,-4,,2,29,,맑음,0
112,2018.1.28 12:00,-3.4,,2.9,27,,맑음,0
112,2018.1.28 13:00,-2.5,,3.7,26,,맑음,0
112,2018.1.28 14:00,-2.1,,5.3,28,,구름조금,3
112,2018.1.28 15:00,-2.5,,3.8,29,,구름조금,4
112,2018.1.28 16:00,-3.2,,6,35,,구름조금,4
112,2018.1.28 17:00,-3.9,,7,41,,구름많음,8
112,2018.1.28 18:00,-4.7,,6,44,,구름많음,7
112,2018.1.28 19:00,-5.6,,5.6,43,,,
112,2018.1.28 20:00,-6.4,,6,40,,,
112,2018.1.28 21:00,-6.9,,5,48,,구름많음,7
112,2018.1.28 22:00,-7.2,,4.7,48,,,
112,2018.1.28 23:00,-7.9,,3.8,51,,,
112,2018.1.29 0:00,-8.2,,3.1,52,,맑음,0
112,2018.1.29 1:00,-8.7,,2.6,53,,,
112,2018.1.29 2:00,-8.7,,3.7,52,,,
112,2018.1.29 3:00,-8.5,,5.8,49,,맑음,0
112,2018.1.29 4:00,-8.6,,4.8,50,,맑음,0
112,2018.1.29 5:00,-8.8,,5.9,40,,맑음,0
112,2018.1.29 6:00,-9.6,,2.8,42,,맑음,0
112,2018.1.29 7:00,-9.8,,3.5,39,,구름조금,3
112,2018.1.29 8:00,-10,,4,39,,맑음,2
112,2018.1.29 9:00,-9.4,,4.2,37,,맑음,1
112,2018.1.29 10:00,-9,,7,31,,맑음,1
112,2018.1.29 11:00,-8.1,,5,30,,맑음,0
112,2018.1.29 12:00,-7.4,,5.6,32,,맑음,0
112,2018.1.29 13:00,-6.6,,6,33,,맑음,0
112,2018.1.29 14:00,-6,,5.6,35,,맑음,1
112,2018.1.29 15:00,-5.9,,5.8,36,,맑음,1
112,2018.1.29 16:00,-5.8,,6.5,41,,맑음,1
112,2018.1.29 17:00,-5.6,,3.3,41,,맑음,1
112,2018.1.29 18:00,-6.2,,4.5,48,,맑음,1
112,2018.1.29 19:00,-6.5,,3.6,55,,,
112,2018.1.29 20:00,-6.5,,5,58,,,
112,2018.1.29 21:00,-7.2,,6.5,50,,맑음,0
112,2018.1.29 22:00,-8.2,,4.5,50,,,
112,2018.1.29 23:00,-8.8,,3.5,48,,,
112,2018.1.30 0:00,-9.2,,3.3,48,,맑음,0
112,2018.1.30 1:00,-9.4,,3,48,,,
112,2018.1.30 2:00,-9.2,,2.4,46,,,
112,2018.1.30 3:00,-9.7,,0.6,48,,맑음,0
112,2018.1.30 4:00,-9.8,,1.1,49,,맑음,0
112,2018.1.30 5:00,-8.8,,2,57,,맑음,0
112,2018.1.30 6:00,-9,,0.9,53,,맑음,0
112,2018.1.30 7:00,-9.2,,0.7,51,,맑음,0
112,2018.1.30 8:00,-9,,0.1,41,,맑음,0
112,2018.1.30 9:00,-6.8,,1.4,50,,구름많음,7
112,2018.1.30 10:00,-4.9,,2.6,44,,구름조금,4
112,2018.1.30 11:00,-3.6,,2.4,44,,구름많음,8
112,2018.1.30 12:00,-2.5,0,3.1,50,,눈 끝남,3
112,2018.1.30 13:00,-2.7,,4.3,58,,약한눈단속,7
112,2018.1.30 14:00,-2.5,,4.3,66,,약한눈단속,7
112,2018.1.30 15:00,-2.7,0,3.2,80,,약한눈단속,9
112,2018.1.30 16:00,-2,,3.5,89,,약한눈계속,10
112,2018.1.30 17:00,-1.9,,2.3,94,1.2,약한눈계속,10
112,2018.1.30 18:00,-1.4,0.6,2.7,94,1.5,약한눈계속,10
112,2018.1.30 19:00,-1.1,,3.3,93,1.6,눈 끝남,7
112,2018.1.30 20:00,-1.1,,2.3,92,1.6,,
112,2018.1.30 21:00,-0.8,0,2.9,79,1.6,구름많음,6
112,2018.1.30 22:00,-0.3,,4.5,72,1.6,,
112,2018.1.30 23:00,0,,3.6,74,1.6,,
112,2018.1.31 0:00,0.4,0,5.2,73,1.6,약한눈단속,9
112,2018.1.31 1:00,0.5,,4.3,75,1.6,눈 끝남,9
112,2018.1.31 2:00,0,,3.9,74,1.6,,
112,2018.1.31 3:00,-0.1,0,3.9,74,1.6,박무,8
112,2018.1.31 4:00,-0.5,,4,73,1.6,구름많음,8
112,2018.1.31 5:00,-1.3,,5.8,73,1.6,구름많음,7
112,2018.1.31 6:00,-2.2,,4.9,75,1.6,구름많음,8
112,2018.1.31 7:00,-2.8,,3.1,73,1.6,구름많음,7
112,2018.1.31 8:00,-2.9,,3.3,64,1.5,흐림,9
112,2018.1.31 9:00,-2.7,,3.8,50,1.4,흐림,9
